network,autonomous_system_number,autonomous_system_organization
2a0d:2406:600::/39,64425,"SKB Enterprise B.V."
2a0d:2406:800::/39,202656,"Samuel Lewis"
2a0d:2406:d00::/44,202418,"Hendrik George Koren"
2a0d:2406:1c01::/48,208976,"VNP DIGITAL Ltd."
2a0d:2406:1c04::/47,208976,"VNP DIGITAL Ltd."
2a0d:2406:1c08::/48,208976,"VNP DIGITAL Ltd."
2a0d:2406:1c0d::/48,208976,"VNP DIGITAL Ltd."
2a0d:2406:1c10::/47,208976,"VNP DIGITAL Ltd."
2a0d:2406:1c1d::/48,208976,"VNP DIGITAL Ltd."
2a0d:2406:1c22::/48,208976,"VNP DIGITAL Ltd."
2a0d:2406:1c80::/48,208976,"VNP DIGITAL Ltd."
2a0d:2406:1ccc::/48,208976,"VNP DIGITAL Ltd."
2a0d:2406:1ccf::/48,208976,"VNP DIGITAL Ltd."
2a0d:2406:babe::/48,49133,Xeniox
2a0d:2480::/29,55933,"Cloudie Limited"
2a0d:2600::/29,39736,"ICT Support, s.r.o."
2a0d:2640::/29,60501,"Sirius Technology SRL"
2a0d:2680::/29,49752,"Jori Vanneste"
2a0d:2787::/32,62068,"SpectraIP B.V."
2a0d:2900:a::/47,50069,"Misaka Network, Inc."
2a0d:2900:c::/46,50069,"Misaka Network, Inc."
2a0d:2902:caf2::/47,204185,"Yuchen Ma"
2a0d:2902:caf4::/48,204185,"Yuchen Ma"
2a0d:2902:caf6::/48,204185,"Yuchen Ma"
2a0d:2902:caf8::/48,204185,"Yuchen Ma"
2a0d:2902:cafe::/48,204185,"Yuchen Ma"
2a0d:2902:cb00::/48,209778,"Xiaoqian Li"
2a0d:2902:cb02::/48,209778,"Xiaoqian Li"
2a0d:2a00:1::/48,205157,"Daniel Cid"
2a0d:2a00:2::/48,205157,"Daniel Cid"
2a0d:2a00:ab1::/48,205157,"Daniel Cid"
2a0d:2a00:ab2::/48,205157,"Daniel Cid"
2a0d:2bc0::/48,43260,"Dgn Teknoloji A.s."
2a0d:2c40::/29,207146,"Netikom SRL"
2a0d:2c80::/29,204647,"Mixnet Telekomunikasyon Hizmetleri As"
2a0d:2cc0::/29,208861,"LLC Cloud Networks"
2a0d:2d40::/32,62075,"Julian Lannert"
2a0d:2d41::/32,209419,"Julian Lannert"
2a0d:2d42::/31,62075,"Julian Lannert"
2a0d:2d44::/31,62075,"Julian Lannert"
2a0d:2d46:18::/48,60767,"Robert Finze"
2a0d:2dc0::/29,208861,"LLC Cloud Networks"
2a0d:2e00::/48,33932,"Minorisa de Sistemas Informaticos y de Gestion, S.L."
2a0d:2e00:2000::/35,33932,"Minorisa de Sistemas Informaticos y de Gestion, S.L."
2a0d:3000::/31,205544,"Leaseweb Uk Limited"
2a0d:3002::/32,205544,"Leaseweb Uk Limited"
2a0d:3080::/29,205068,"Advcom Sarl"
2a0d:3140::/29,198668,"Tlapnet s.r.o."
2a0d:3200::/30,61161,"Darkness Reigns (Holding) B.V."
2a0d:3204::/31,61161,"Darkness Reigns (Holding) B.V."
2a0d:3206::/32,61161,"Darkness Reigns (Holding) B.V."
2a0d:3480:14fd::/48,22773,ASN-CXA-ALL-CCI-22773-RDC
2a0d:3480:d41d::/48,19844,GORACK
2a0d:3580::/32,200303,"LUMASERV Systems"
2a0d:3584:1111::/48,200303,"LUMASERV Systems"
2a0d:3585::/32,200303,"LUMASERV Systems"
2a0d:3586::/32,200303,"LUMASERV Systems"
2a0d:3840::/48,57629,"LLC IVI.RU"
2a0d:3840:100::/48,57629,"LLC IVI.RU"
2a0d:3840:110::/47,57629,"LLC IVI.RU"
2a0d:3840:200::/48,57629,"LLC IVI.RU"
2a0d:3840:210::/48,57629,"LLC IVI.RU"
2a0d:3841:1000::/48,57629,"LLC IVI.RU"
2a0d:3841:1010::/48,57629,"LLC IVI.RU"
2a0d:3841:1020::/48,57629,"LLC IVI.RU"
2a0d:3841:1030::/48,57629,"LLC IVI.RU"
2a0d:3842:1040::/48,57629,"LLC IVI.RU"
2a0d:3842:1050::/48,57629,"LLC IVI.RU"
2a0d:3842:1080::/48,57629,"LLC IVI.RU"
2a0d:3842:1100::/48,57629,"LLC IVI.RU"
2a0d:3842:1110::/48,57629,"LLC IVI.RU"
2a0d:3842:1160::/48,57629,"LLC IVI.RU"
2a0d:3842:1170::/48,57629,"LLC IVI.RU"
2a0d:3842:1220::/48,57629,"LLC IVI.RU"
2a0d:3842:1230::/48,57629,"LLC IVI.RU"
2a0d:3842:1250::/48,57629,"LLC IVI.RU"
2a0d:3842:1270::/48,57629,"LLC IVI.RU"
2a0d:3842:1290::/48,57629,"LLC IVI.RU"
2a0d:3880::/29,208861,"LLC Cloud Networks"
2a0d:3a40:1::/48,41838,Dolansoft
2a0d:3b00::/29,204939,"Tac Communications Ltd"
2a0d:3b40::/29,8808,"MSTel OOD"
2a0d:3b80::/29,39384,"Dream Fusion - IT Services, Lda"
2a0d:3bc0::/29,60781,"LeaseWeb Netherlands B.V."
2a0d:3c00::/29,205243,"CloudNow GmbH"
2a0d:3c42::/32,43350,"NForce Entertainment B.V."
2a0d:3c44::/32,49505,"OOO Network of data-centers Selectel"
2a0d:3c47::/32,43350,"NForce Entertainment B.V."
2a0d:3d80::/29,204635,"Dienst Wegverkeer"
2a0d:3dc0::/29,210312,"Antonios A. Chariton"
2a0d:3e80::/29,202914,"Adeo Datacenter ApS"
2a0d:3ec0::/32,49981,"WorldStream B.V."
2a0d:4040::/29,35070,"Digital Virgo Entertainment SAS"
2a0d:40c0::/40,203448,"DataComm LTD"
2a0d:40c0:8000::/40,203448,"DataComm LTD"
2a0d:4140::/32,31463,"4D Data Centres Limited"
2a0d:4180::/29,397163,MAIN-ASN-LAX
2a0d:41c0::/32,204179,"Lars Erik Reuterborg Larsson"
2a0d:4280::/29,204630,"Network Office System LLP"
2a0d:42c0::/29,197706,"Keminet SHPK"
2a0d:4300::/29,204920,"Mhi Vestas Offshore Wind A/s"
2a0d:4707::/36,207044,"Enet Telecommunications Networks Limited"
2a0d:4707:1000::/37,207044,"Enet Telecommunications Networks Limited"
2a0d:4900::/48,205996,"Interfiber Ltd"
2a0d:4940::/29,197706,"Keminet SHPK"
2a0d:4a00::/32,29148,"SURANY.NET s.r.o."
2a0d:4b00::/29,204943,"NTV cable s.r.o."
2a0d:4b40::/29,61317,"Digital Energy Technologies Ltd."
2a0d:4b80::/29,16245,"Sentia Denmark Services 6 A/S"
2a0d:4c40::/29,61317,"Digital Energy Technologies Ltd."
2a0d:4cc0::/29,30823,"combahton GmbH"
2a0d:4d00::/46,62406,"PEERIX LTD"
2a0d:4d00:80::/48,62406,"PEERIX LTD"
2a0d:4d00:81::/48,62303,"PEERIX LTD"
2a0d:4d00:82::/47,62406,"PEERIX LTD"
2a0d:4d40::/44,50630,"Segezha Packaging A/S"
2a0d:4d40:12::/47,50630,"Segezha Packaging A/S"
2a0d:4d40:14::/48,50630,"Segezha Packaging A/S"
2a0d:4d40:1a::/48,50630,"Segezha Packaging A/S"
2a0d:4d80::/29,1764,"Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH"
2a0d:4f40::/32,202724,"Wifiblaster Sl"
2a0d:4fc0::/29,49191,"Nexus Delta LLC"
2a0d:5040::/31,34762,"Combell NV"
2a0d:5080::/30,62240,"Clouvider Limited"
2a0d:5084::/31,62240,"Clouvider Limited"
2a0d:5086::/32,62240,"Clouvider Limited"
2a0d:5087::/36,62240,"Clouvider Limited"
2a0d:5087:1000::/37,62240,"Clouvider Limited"
2a0d:5087:1800::/39,62240,"Clouvider Limited"
2a0d:5087:1a00::/43,62240,"Clouvider Limited"
2a0d:5087:1a20::/45,62240,"Clouvider Limited"
2a0d:5087:1a28::/46,62240,"Clouvider Limited"
2a0d:5087:1a2c::/48,34202,"Clouvider Limited"
2a0d:5087:1a2d::/48,62240,"Clouvider Limited"
2a0d:5087:1a2e::/47,62240,"Clouvider Limited"
2a0d:5087:1a30::/44,62240,"Clouvider Limited"
2a0d:5087:1a40::/42,62240,"Clouvider Limited"
2a0d:5087:1a80::/41,62240,"Clouvider Limited"
2a0d:5087:1b00::/40,62240,"Clouvider Limited"
2a0d:5087:1c00::/38,62240,"Clouvider Limited"
2a0d:5087:2000::/35,62240,"Clouvider Limited"
2a0d:5087:4000::/34,62240,"Clouvider Limited"
2a0d:5087:8000::/33,62240,"Clouvider Limited"
2a0d:5280:f002::/47,205989,"relaxt confusion labs e.U"
2a0d:52c0::/29,210129,"Atomo Networks Srl"
2a0d:5300::/39,135391,"AOFEI DATA INTERNATIONAL COMPANY LIMITED"
2a0d:5300:200::/40,135391,"AOFEI DATA INTERNATIONAL COMPANY LIMITED"
2a0d:5380::/29,204818,"Hosteur Sarl"
2a0d:5440::/29,48927,"ESEVEN DevOps GmbH"
2a0d:5480::/29,49024,"FHE3 GmbH"
2a0d:5540::/47,210269,"HostCircle B.V."
2a0d:5540:2::/48,210269,"HostCircle B.V."
2a0d:55c0::/29,58011,"Cheops Technology France S.A."
2a0d:5600:1::/48,9009,"M247 Ltd"
2a0d:5600:2::/47,9009,"M247 Ltd"
2a0d:5600:4::/46,9009,"M247 Ltd"
2a0d:5600:8::/45,9009,"M247 Ltd"
2a0d:5600:10::/48,50347,"Zonterra Corp SRL"
2a0d:5600:11::/48,9009,"M247 Ltd"
2a0d:5600:12::/47,9009,"M247 Ltd"
2a0d:5600:14::/46,9009,"M247 Ltd"
2a0d:5600:18::/48,9009,"M247 Ltd"
2a0d:5600:20::/46,9009,"M247 Ltd"
2a0d:5600:24::/47,9009,"M247 Ltd"
2a0d:5600:30::/47,63473,HOSTHATCH
2a0d:5600:33::/48,63473,HOSTHATCH
2a0d:5600:34::/47,9009,"M247 Ltd"
2a0d:5600:36::/48,9009,"M247 Ltd"
2a0d:5600:a32::/48,9009,"M247 Ltd"
2a0d:5642:104::/48,35487,"Misaka Network, Inc."
2a0d:5642:107::/48,35487,"Misaka Network, Inc."
2a0d:5642:110::/48,35487,"Misaka Network, Inc."
2a0d:5642:112::/48,35487,"Misaka Network, Inc."
2a0d:5642:113::/48,57695,"Misaka Network, Inc."
2a0d:5642:115::/48,35487,"Misaka Network, Inc."
2a0d:5642:117::/48,35487,"Misaka Network, Inc."
2a0d:5642:119::/48,35487,"Misaka Network, Inc."
2a0d:5642:126::/48,57695,"Misaka Network, Inc."
2a0d:57c0::/29,44212,"Adelphi Net1 Ltd"
2a0d:5800::/29,34422,"LPG HC"
2a0d:58c0::/29,202932,"Quanza Engineering B.V."
2a0d:5940::/32,44066,"First Colo GmbH"
2a0d:5941::/32,58212,"PHP-Friends GmbH"
2a0d:5980::/29,35916,MULTA-ASN1
2a0d:5a00::/29,3175,"Filanco LLC"
2a0d:5bc0::/32,210252,"Mintly Oy"
2a0d:5c80::/29,200899,"INTERSPACE DOOEL Skopje"
2a0d:5d40::/32,210094,"Wallix Group S.A."
2a0d:5d80::/29,200899,"INTERSPACE DOOEL Skopje"
2a0d:5dc0::/29,12453,"Bernhard Kraft"
2a0d:5e00::/29,25577,"IDE Group Connect Limited"
2a0d:5e80::/29,200899,"INTERSPACE DOOEL Skopje"
2a0d:5f80::/29,200899,"INTERSPACE DOOEL Skopje"
2a0d:60c0::/32,59504,"Vpsville LLC"
2a0d:60c3::/32,59504,"Vpsville LLC"
2a0d:6100::/29,60781,"LeaseWeb Netherlands B.V."
2a0d:6140::/29,8823,"Rockenstein AG"
2a0d:6180::/29,200899,"INTERSPACE DOOEL Skopje"
2a0d:63c0::/31,200313,"Internet It Company Inc"
2a0d:64c0::/29,57271,"BitWeb LLC"
2a0d:6500::/29,200000,"Hosting Ukraine LTD"
2a0d:6540::/29,210197,"Totalcloud SAS"
2a0d:65c1::/32,208861,"LLC Cloud Networks"
2a0d:65c2::/31,208861,"LLC Cloud Networks"
2a0d:65c4::/31,208861,"LLC Cloud Networks"
2a0d:65c6::/32,208861,"LLC Cloud Networks"
2a0d:6600::/29,39650,"Atrin Communications and Information Technology Co. (PJS)"
2a0d:6680::/29,50782,"COSYS DATA GmbH"
2a0d:6780::/29,200899,"INTERSPACE DOOEL Skopje"
2a0d:6900::/29,35916,MULTA-ASN1
2a0d:6940::/29,47447,"23media GmbH"
2a0d:6d80::/29,204591,"AMALYZE AG"
2a0d:6e00::/29,201290,"BlackGATE B.V."
2a0d:6f80::/30,208256,"Stingers Inc."
2a0d:6fc0::/29,12400,"Partner Communications Ltd."
2a0d:70c0::/29,47995,"Apple Technologies LLC"
2a0d:7100::/46,41033,"D2 Cloud Communications Ltd"
2a0d:7100:4::/47,41033,"D2 Cloud Communications Ltd"
2a0d:7380::/29,202918,"Damecon B.V."
2a0d:7440:22::/48,64474,"International IT Support Services Limited"
2a0d:7680::/48,206576,"Atomwide Limited"
2a0d:76c0::/48,209608,"Municipality of Athens"
2a0d:7740::/31,59504,"Vpsville LLC"
2a0d:7747::/32,59504,"Vpsville LLC"
2a0d:77c7::/32,7489,HostUS
2a0d:7980:1::/48,12859,"BIT BV"
2a0d:7a00::/29,205145,"Start Telecom LLC"
2a0d:7a40:1::/48,60254,"GLS IT Services GmbH"
2a0d:7a40:2::/47,60254,"GLS IT Services GmbH"
2a0d:7a40:5::/48,60254,"GLS IT Services GmbH"
2a0d:7ac0::/29,210206,"Metro Security (GB) PLC"
2a0d:7b40::/29,60016,"Fiberstream 87 AG"
2a0d:7b80::/29,204556,"SysAdminOK SL"
2a0d:7c40::/29,54290,HOSTWINDS
2a0d:7c80::/32,204425,"Dansk Miljoe & Energistyring A/S"
2a0d:7e00::/48,24940,"Hetzner Online GmbH"
2a0d:7e80::/29,206120,"Alpesys Sarl"
2a0d:7ec0::/31,25398,"Technosphere Ltd."
2a0d:7f00::/29,8560,"1&1 Ionos Se"
2a0d:7fc0::/29,207083,"HostSlim B.V."
2a0d:8040::/31,61439,"Vhost Meremeta Ltd"
2a0d:80c0::/29,15848,"Federal State Unitary Enterprise of the Order of the Red Banner of Labour Russian Broad-cast"
2a0d:8200::/29,205144,"Dansk Arbejdsgiverforening"
2a0d:8240::/29,210190,"NetLogic d.o.o."
2a0d:82c0::/30,47787,"Hashpower Unipessoal Lda"
2a0d:82c4::/32,47787,"Hashpower Unipessoal Lda"
2a0d:82c6::/31,47787,"Hashpower Unipessoal Lda"
2a0d:8340::/32,205125,"NTX Technologies s.r.o."
2a0d:8400::/32,56630,"Melbikomas UAB"
2a0d:8480::/46,48282,"Hosting technology LTD"
2a0d:8540::/29,49558,"IT-Yaroslavl Ltd."
2a0d:8580::/32,204572,"Ofac societe cooperative"
2a0d:8680::/32,204570,"Vratislav Kriz"
2a0d:86c0::/29,210181,"Pablo Sarria Perez"
2a0d:8700::/29,3268,"University of Cyprus"
2a0d:8780::/29,49475,"Wingmen Solutions ApS"
2a0d:87c0::/30,397881,STINGERS
2a0d:87c4::/30,9009,"M247 Ltd"
2a0d:8800::/29,205624,"Tvnet Fibra S.l."
2a0d:88c0::/29,208861,"LLC Cloud Networks"
2a0d:8980::/29,42237,"Icme Limited"
2a0d:8a80::/32,33353,SIE-CGEI-ASN-1
2a0d:8b40::/32,59819,"Fast Object LLC"
2a0d:8d80::/32,31424,"nexellent ag"
2a0d:8e00::/31,197793,"Gigabit LLC"
2a0d:8e02::/32,197793,"Gigabit LLC"
2a0d:8f40::/29,208906,"SYNOT ICT Services, a.s."
2a0d:9240::/29,210167,"Valmet Automation Oy"
2a0d:9480::/29,35916,MULTA-ASN1
2a0d:9600:a::/47,39664,"Millenium Internet Exchange Ltd"
2a0d:9600:c::/47,39664,"Millenium Internet Exchange Ltd"
2a0d:9640::/30,210163,"It Justart Spolka Z Ograniczona Odpowiedzialnoscia Spolka Komandytowa"
2a0d:9644::/31,210163,"It Justart Spolka Z Ograniczona Odpowiedzialnoscia Spolka Komandytowa"
2a0d:9780::/32,20860,"Iomart Cloud Services Limited"
2a0d:9880::/32,41435,"UnderNet LLC"
2a0d:9900::/29,207817,"Illysoft LLC"
2a0d:9980::/29,9009,"M247 Ltd"
2a0d:9a00::/32,39401,"Link+ Ltd"
2a0d:9a40::/29,47832,"Volker Scheffler"
2a0d:9a80:100::/40,49959,"ReadSpeaker AB"
2a0d:9a80:200::/39,49959,"ReadSpeaker AB"
2a0d:9a81::/40,49959,"ReadSpeaker AB"
2a0d:9b00::/32,207498,"Expert Mark UG"
2a0d:9b40::/29,31617,"Reevo S.r.l."
2a0d:9b80::/47,43519,"Nominet UK"
2a0d:9b80:fe::/47,43519,"Nominet UK"
2a0d:9b84:1000::/36,25180,"Exponential-E Ltd."
2a0d:9bc0::/32,25540,"Alphalink SASU"
2a0d:9c40::/29,210150,"Voss Fiber AS"
2a0d:9c80::/29,49127,"Asimo Networks B.V."
2a0d:9cc0::/29,57782,"Cynthia Maya Ackthia Revstrom"
2a0d:9d00::/29,50954,"Eyona SAS"
2a0d:9e00::/29,204988,"TDH-Net ApS"
2a0d:9e40:1000::/36,9558,"PrimeCrown Technologies Private Limited"
2a0d:9ec0::/48,395092,SHOCK-1
2a0d:9f00::/32,49821,"Elektrika Ltd"
2a0d:a0c0::/48,198426,"Lonsdale Network Services Ltd"
2a0d:a140::/29,24639,"InfraServ GmbH & Co.Hoechst KG"
2a0d:a1c0::/29,42695,"City Network Hosting AB"
2a0d:a200::/48,49187,"TekCon ApS"
2a0d:a280::/29,206487,"Nexvolmar S.l."
2a0d:a2c0::/29,60721,"Bursabil Teknoloji A.S."
2a0d:a400::/29,30836,"23VNet Kft."
2a0d:a680::/32,204609,"Comspot services Oy"
2a0d:a6c0::/29,39724,"Omonia d.o.o."
2a0d:a740::/48,213371,"Squitter Networks"
2a0d:a740:1::/48,209299,"Vitox Telecom"
2a0d:a740:2::/48,213371,"Squitter Networks"
2a0d:a780::/29,208994,"Pascal Liehne"
2a0d:a8c0::/29,39405,"Fullsave SAS"
2a0d:aa00::/29,49362,"DSV A/S"
2a0d:aa80::/29,60380,"Pixel X e.K."
2a0d:ab80::/32,204523,"Expresso Telecom Group Ltd"
2a0d:ac00::/48,205202,"Cloudflight Austria GmbH"
2a0d:ac00:6::/48,205202,"Cloudflight Austria GmbH"
2a0d:ac00:1000::/48,205202,"Cloudflight Austria GmbH"
2a0d:ac00:1006::/48,205202,"Cloudflight Austria GmbH"
2a0d:ac00:dc01::/48,205202,"Cloudflight Austria GmbH"
2a0d:ac80::/29,204475,"TMcIT i Sverige AB"
2a0d:ae00::/29,42910,"PremierDC Veri Merkezi Anonim Sirketi"
2a0d:ae80::/32,34953,"RelAix Networks GmbH"
2a0d:b000::/29,12637,"SEEWEB s.r.l."
2a0d:b200::/44,206026,"Kar-Tel LLC"
2a0d:b400::/29,60695,"NETRONIK sp. z o.o."
2a0d:b4c0::/29,210101,"Cyber Pathogen Ltd"
2a0d:b500::/29,51834,"KAEMI GmbH"
2a0d:b600::/29,48642,"Joint stock company For"
2a0d:b680::/29,50304,"Blix Solutions AS"
2a0d:b880::/29,39392,"SuperNetwork s.r.o."
2a0d:b900::/30,57129,"Optibit LLC"
2a0d:b904::/32,57129,"Optibit LLC"
2a0d:b905::/32,204895,"Yury Dolin"
2a0d:b906::/31,204895,"Yury Dolin"
2a0d:ba40::/30,397881,STINGERS
2a0d:ba44::/30,9009,"M247 Ltd"
2a0d:bc00::/29,51426,"Teleport sp. z o.o."
2a0d:bc40::/30,210087,"Ontix Limited"
2a0d:bcc0::/29,60757,"Optinet LLP"
2a0d:bd80::/29,47724,"Limited Liability Company HeadHunter"
2a0d:be00::/32,31302,"Telecomservice Ltd"
2a0d:bf80::/29,206576,"Atomwide Limited"
2a0d:bfc0::/32,210220,"ICT FUTURE Sp. z o.o."
2a0d:c000::/29,205345,"HoralNET s.r.o."
2a0d:c040::/29,210081,"WISNIOWSKI Sp. z o.o. S.K.A."
2a0d:c080::/30,133296,"Web Werks India Pvt. Ltd."
2a0d:c0c0:3e1::/48,59439,"The Voice Factory Limited"
2a0d:c0c0:4e1::/48,59439,"The Voice Factory Limited"
2a0d:c106::/32,50245,"Serverel Inc."
2a0d:c2c0::/29,44592,"SkyLink Data Center BV"
2a0d:c3c7:51a1::/48,53356,"FREE RANGE CLOUD"
2a0d:c400::/29,31400,"Accelerated IT Services & Consulting GmbH"
2a0d:c440::/29,39305,"Groupe Convergence.com SAS"
2a0d:c480::/29,60721,"Bursabil Teknoloji A.S."
2a0d:c500::/29,204888,"Sholtes Eduard Emilikhovych"
2a0d:c580::/29,204490,"Kontel LLC"
2a0d:c5c0::/32,210051,"TRTE SAS"
2a0d:c600::/29,35826,"Netservers Limited"
2a0d:c680::/29,43831,"Legal Support Center NATIONALS, LLC"
2a0d:c740:1a::/48,49367,"Seflow S.N.C. Di Marco Brame' & C."
2a0d:c740:1c::/48,49367,"Seflow S.N.C. Di Marco Brame' & C."
2a0d:c740:2c::/48,62068,"SpectraIP B.V."
2a0d:c740:3c::/48,197226,"sprint S.A."
2a0d:c7c0::/32,55158,RIVEN
2a0d:c7c1::/32,4785,xTom
2a0d:c7c6::/32,138667,"LittleWolf Connect"
2a0d:c7c7::/32,205610,"Huanjie Zhu"
2a0d:c900::/29,31543,"myNet GmbH"
2a0d:c980::/29,204487,"Export-import, Consulting LLC"
2a0d:c9c0:1::/48,49645,"Soft Expert SRL"
2a0d:c9c0:2::/48,49645,"Soft Expert SRL"
2a0d:ca47::/47,41195,"Netfinity Grup SRL"
2a0d:ca47:2::/48,49423,"S.C Kandia Dulce S.A."
2a0d:cb80::/29,61062,UNICEF
2a0d:cc80::/29,59493,"MIMIC Ltd"
2a0d:ce00::/29,200428,"SouthernHill BV"
2a0d:cec0::/29,201395,"IT-TIM d.o.o."
2a0d:d080::/29,49054,"Telefonica Moviles Espana, S.A."
2a0d:d400::/29,12748,"IAV GmbH Ingenieurgesellschaft Auto und Verkehr"
2a0d:d480::/30,35916,MULTA-ASN1
2a0d:d484::/30,39458,"Real Hosts Limited"
2a0d:d580::/32,205588,"The Islamic Propagation Office of Qom Seminary"
2a0d:d6c0::/29,200350,"Yandex.Cloud LLC"
2a0d:d740::/48,210036,"Rayhaan Ahmad Jaufeerally"
2a0d:d741::/48,210036,"Rayhaan Ahmad Jaufeerally"
2a0d:d7c0::/29,210044,"Stromnetz Hamburg GmbH"
2a0d:d8c0::/48,395092,SHOCK-1
2a0d:d9c0::/32,208948,"e-Durable SA"
2a0d:d9c4::/30,208948,"e-Durable SA"
2a0d:da00::/32,205072,"Layershift Limited"
2a0d:da07::/32,53755,IOFLOOD
2a0d:dbc0::/29,204743,"LLC bmd Net"
2a0d:dc40::/29,208861,"LLC Cloud Networks"
2a0d:dd80::/29,200308,"Emerging Dynamics BV"
2a0d:de80::/29,3214,"xTom Limited"
2a0d:df40::/29,40676,
2a0d:e000::/29,59682,"Eurolir OU"
2a0d:e0c0::/29,213291,"FlockMgmt d.o.o"
2a0d:e380::/29,204460,"Stordata SA"
2a0d:e400::/32,60363,"OOO FB Group"
2a0d:e480::/29,51207,"Free Mobile SAS"
2a0d:e4c1::/32,59504,"Vpsville LLC"
2a0d:e4c4:1000::/36,208861,"LLC Cloud Networks"
2a0d:e4c4:2000::/36,208861,"LLC Cloud Networks"
2a0d:e4c7::/32,208861,"LLC Cloud Networks"
2a0d:e500::/29,206916,"Raspberry-jam Inc."
2a0d:e580::/29,31531,"TOV Point"
2a0d:e640::/29,210017,"datazone bvba"
2a0d:e6c0::/32,41114,"Orne Thd Spl"
2a0d:e7c7:ffff::/48,210015,"Interface Services LLC"
2a0d:e847:ee11::/48,53356,"FREE RANGE CLOUD"
2a0d:e8c0::/29,35829,"auth-servers, LLC"
2a0d:e940::/36,35507,"Begasoft Ag"
2a0d:e940:b000::/36,35507,"Begasoft Ag"
2a0d:ea80::/29,43350,"NForce Entertainment B.V."
2a0d:eb00::/32,204880,"Stowarzyszenie Warszawski Hackerspace"
2a0d:eb04:4::/46,209673,"Steven Tappert"
2a0d:eb04:8::/48,213169,"Franz Nord Ltd."
2a0d:eb40::/29,39070,"APII.IO Limited"
2a0d:ed40::/32,209985,"Qaleido International BV"
2a0d:ed80:101::/48,3303,Bluewin
2a0d:ed80:300::/40,6830,"Liberty Global B.V."
2a0d:ee00::/32,42487,"Vialis Saem"
2a0d:ee80::/32,42061,"LINZ STROM GAS WAERME GmbH fuer Energiedienstleistungen und Telekommunikation"
2a0d:ef00::/48,35395,"Arnold Dechamps"
2a0d:ef00:ef00::/48,208539,HSBXL
2a0d:f100::/32,208449,BeeCloudy.net
2a0d:f103::/32,208449,BeeCloudy.net
2a0d:f107::/32,208449,BeeCloudy.net
2a0d:f240::/32,57866,"Fusix Networks B.V."
2a0d:f280::/29,59953,"Purefibre Internet Ltd."
2a0d:f400::/32,47950,"Lnk Systems Muntenia Srl"
2a0d:f407:a4::/48,50219,"Lnk Systems Muntenia Srl"
2a0d:f407:100::/45,205148,"Lukasz Piotrowski"
2a0d:f407:1001::/48,209334,"Nicklas Aden"
2a0d:f407:1005::/48,213291,"FlockMgmt d.o.o"
2a0d:f540::/29,210122,"Nexim Italia Srl"
2a0d:f600::/29,202277,"Secretaria Geral da Economia"
2a0d:f700:400::/38,207044,"Enet Telecommunications Networks Limited"
2a0d:f700:800::/37,207044,"Enet Telecommunications Networks Limited"
2a0d:f700:1000::/38,207044,"Enet Telecommunications Networks Limited"
2a0d:f741::/48,53356,"FREE RANGE CLOUD"
2a0d:f745:9188::/48,53356,"FREE RANGE CLOUD"
2a0d:f802::/32,20278,NEXEON
2a0d:f803:8f00::/40,20278,NEXEON
2a0d:f8c0::/42,209122,"w&co MediaServices Muenchen GmbH & Co KG"
2a0d:f9c2::/32,39912,"oja.at GmbH"
2a0d:f9c3::/32,24953,"NETPLANET GmbH"
2a0d:fd40::/29,14630,INVESCO
2a0d:fec0:21::/48,47481,"Lime HD LLC"
2a0d:fec0:121::/48,47481,"Lime HD LLC"
2a0d:ff00::/29,204877,"Kupper IT GmbH"
2a0e::/26,31549,"Aria Shatel Company Ltd"
2a0e:240::/29,209993,"SAS APINET"
2a0e:2c0::/29,47755,"Tempus Telecom"
2a0e:3c0::/29,553,"Universitaet Stuttgart"
2a0e:400::/25,210278,"Sky Italia srl"
2a0e:800:ff00::/44,209083,"Jiahui Qiu"
2a0e:800:ff40::/42,41255,"Alanyhq Networks Limited"
2a0e:840::/29,208663,"Martin Pustka"
2a0e:ac0::/29,30274,HOMETOWN-ASN
2a0e:b00::/29,63023,AS-GLOBALTELEHOST
2a0e:b40::/48,62321,ARSIM
2a0e:b80::/29,208951,"It-grad Nl B.v."
2a0e:bc0::/29,41731,"Johannes Moos"
2a0e:c40::/29,57112,"F2X Operator B.V."
2a0e:c80:1::/48,60945,"VeloxServ Communications Ltd"
2a0e:c80:2::/48,60945,"VeloxServ Communications Ltd"
2a0e:dc0:3::/48,63473,HOSTHATCH
2a0e:dc0:5::/48,63473,HOSTHATCH
2a0e:dc0:6::/48,63473,HOSTHATCH
2a0e:f40::/32,208585,NEMO
2a0e:f41::/32,208567,"Boris Tassou"
2a0e:f42::/32,208627,"Groupe Rennais pour un Internet Fourni de maniere Ouverte et Neutre"
2a0e:1040:1::/48,208655,"Bank J. Van Breda & Co NV"
2a0e:1040:2::/47,208655,"Bank J. Van Breda & Co NV"
2a0e:1040:4::/48,208655,"Bank J. Van Breda & Co NV"
2a0e:1101::/44,51255,"Martiushev Timofei Viktorovich"
2a0e:1106::/40,62142,"Konnektika LLC."
2a0e:1107::/48,208975,"Individual Entrepreneur Knyazev Ilya Nikolaevich"
2a0e:1400::/29,209106,"SISTEC LLC"
2a0e:1500::/29,209036,"Groebl Guenter"
2a0e:1580::/29,208942,"David Weber"
2a0e:1700::/31,204135,"LEMARIT GmbH"
2a0e:17c0::/29,59668,"PE Turon Media"
